timestamp|uid|name|gender|email|phone|dept|grade|language|region|role|preferTags|obtainedCredits
506328860006|1006|user1006|male|email1006|phone1006|dept5|grade1|zh|Hong Kong|role0|tags3|58
506328860007|1007|user1007|female|email1007|phone1007|dept0|grade4|zh|Beijing|role2|tags47|34
506328860008|1008|user1008|female|email1008|phone1008|dept10|grade2|zh|Hong Kong|role0|tags12|56
506328860009|1009|user1009|male|email1009|phone1009|dept2|grade1|zh|Beijing|role0|tags9|77
506328860010|1010|user1010|female|email1010|phone1010|dept3|grade2|en|Beijing|role1|tags27|94
506328860011|1011|user1011|female|email1011|phone1011|dept14|grade2|zh|Beijing|role0|tags10|10
506328860012|1012|user1012|male|email1012|phone1012|dept14|grade3|zh|Hong Kong|role0|tags8|45
506328860013|1013|user1013|male|email1013|phone1013|dept9|grade2|zh|Beijing|role0|tags46|44
506328860014|1014|user1014|male|email1014|phone1014|dept3|grade4|zh|Beijing|role0|tags28|95
506328860015|1015|user1015|female|email1015|phone1015|dept6|grade2|zh|Beijing|role2|tags41|56
506328860016|1016|user1016|male|email1016|phone1016|dept12|grade3|zh|Hong Kong|role2|tags5|96
506328860017|1017|user1017|male|email1017|phone1017|dept12|grade1|en|Beijing|role1|tags46|69
506328860018|1018|user1018|male|email1018|phone1018|dept8|grade1|zh|Beijing|role1|tags17|0
506328860019|1019|user1019|male|email1019|phone1019|dept12|grade4|en|Beijing|role0|tags13|81
506328860020|1020|user1020|male|email1020|phone1020|dept7|grade3|zh|Hong Kong|role1|tags30|15
506328860021|1021|user1021|male|email1021|phone1021|dept17|grade4|zh|Hong Kong|role2|tags40|55
506328860022|1022|user1022|female|email1022|phone1022|dept6|grade2|zh|Beijing|role2|tags8|62
506328860023|1023|user1023|female|email1023|phone1023|dept11|grade2|en|Hong Kong|role0|tags24|11
506328860024|1024|user1024|male|email1024|phone1024|dept15|grade4|zh|Hong Kong|role1|tags33|23
506328860025|1025|user1025|male|email1025|phone1025|dept16|grade1|zh|Beijing|role1|tags48|72
506328860026|1026|user1026|male|email1026|phone1026|dept16|grade4|zh|Beijing|role2|tags33|34
506328860027|1027|user1027|male|email1027|phone1027|dept9|grade2|zh|Beijing|role2|tags17|59
506328860028|1028|user1028|female|email1028|phone1028|dept19|grade3|zh|Hong Kong|role0|tags0|22
506328860029|1029|user1029|male|email1029|phone1029|dept0|grade4|zh|Beijing|role1|tags22|55
506328860030|1030|user1030|male|email1030|phone1030|dept10|grade3|en|Beijing|role0|tags36|95
506328860031|1031|user1031|male|email1031|phone1031|dept4|grade2|zh|Hong Kong|role2|tags14|17
506328860032|1032|user1032|female|email1032|phone1032|dept15|grade1|zh|Hong Kong|role1|tags47|21
506328860033|1033|user1033|male|email1033|phone1033|dept6|grade3|en|Beijing|role1|tags29|50
506328860034|1034|user1034|male|email1034|phone1034|dept5|grade1|en|Beijing|role2|tags30|35
506328860035|1035|user1035|female|email1035|phone1035|dept8|grade2|zh|Beijing|role1|tags1|81
506328860036|1036|user1036|male|email1036|phone1036|dept8|grade1|zh|Beijing|role1|tags1|67
506328860037|1037|user1037|male|email1037|phone1037|dept15|grade2|zh|Beijing|role1|tags36|6
506328860038|1038|user1038|female|email1038|phone1038|dept1|grade2|zh|Beijing|role1|tags20|37
506328860039|1039|user1039|male|email1039|phone1039|dept14|grade3|zh|Beijing|role2|tags3|33
506328860040|1040|user1040|male|email1040|phone1040|dept9|grade2|zh|Beijing|role1|tags41|55
506328860041|1041|user1041|female|email1041|phone1041|dept0|grade3|zh|Hong Kong|role1|tags21|74
506328860042|1042|user1042|female|email1042|phone1042|dept14|grade3|zh|Beijing|role2|tags25|38
506328860043|1043|user1043|male|email1043|phone1043|dept17|grade4|zh|Beijing|role1|tags39|51
506328860044|1044|user1044|male|email1044|phone1044|dept11|grade4|en|Hong Kong|role1|tags32|46
506328860045|1045|user1045|male|email1045|phone1045|dept9|grade1|zh|Beijing|role0|tags14|79
506328860046|1046|user1046|male|email1046|phone1046|dept10|grade4|en|Beijing|role0|tags31|80
506328860047|1047|user1047|female|email1047|phone1047|dept7|grade3|zh|Beijing|role0|tags8|16
506328860048|1048|user1048|male|email1048|phone1048|dept9|grade3|zh|Beijing|role0|tags42|44
506328860049|1049|user1049|female|email1049|phone1049|dept3|grade1|en|Beijing|role1|tags37|49
506328860050|1050|user1050|male|email1050|phone1050|dept0|grade4|zh|Beijing|role0|tags6|60
506328860051|1051|user1051|male|email1051|phone1051|dept6|grade1|zh|Beijing|role1|tags22|64
506328860052|1052|user1052|female|email1052|phone1052|dept4|grade1|zh|Hong Kong|role2|tags13|20
506328860053|1053|user1053|male|email1053|phone1053|dept9|grade3|zh|Hong Kong|role2|tags48|54
506328860054|1054|user1054|female|email1054|phone1054|dept5|grade1|zh|Beijing|role2|tags25|13
506328860055|1055|user1055|male|email1055|phone1055|dept19|grade2|en|Beijing|role0|tags47|54
506328860056|1056|user1056|male|email1056|phone1056|dept5|grade4|zh|Beijing|role1|tags0|27
506328860057|1057|user1057|male|email1057|phone1057|dept16|grade4|en|Beijing|role0|tags22|64
506328860058|1058|user1058|male|email1058|phone1058|dept3|grade4|zh|Beijing|role2|tags0|15
506328860059|1059|user1059|male|email1059|phone1059|dept2|grade4|zh|Beijing|role2|tags37|86
506328860060|1060|user1060|male|email1060|phone1060|dept6|grade1|zh|Hong Kong|role1|tags35|27
506328860061|1061|user1061|male|email1061|phone1061|dept8|grade1|zh|Beijing|role2|tags44|57
506328860062|1062|user1062|female|email1062|phone1062|dept15|grade4|zh|Hong Kong|role0|tags39|12
506328860063|1063|user1063|male|email1063|phone1063|dept7|grade4|zh|Beijing|role0|tags49|64
506328860064|1064|user1064|female|email1064|phone1064|dept19|grade3|zh|Beijing|role2|tags25|81
506328860065|1065|user1065|male|email1065|phone1065|dept17|grade3|zh|Hong Kong|role2|tags32|91
506328860066|1066|user1066|female|email1066|phone1066|dept11|grade4|zh|Beijing|role0|tags19|20
506328860067|1067|user1067|male|email1067|phone1067|dept5|grade1|zh|Beijing|role2|tags28|60
506328860068|1068|user1068|male|email1068|phone1068|dept1|grade4|zh|Beijing|role2|tags24|12
506328860069|1069|user1069|female|email1069|phone1069|dept7|grade4|zh|Hong Kong|role2|tags16|2
506328860070|1070|user1070|male|email1070|phone1070|dept16|grade2|en|Beijing|role2|tags27|78
506328860071|1071|user1071|male|email1071|phone1071|dept0|grade2|zh|Hong Kong|role1|tags20|42
506328860072|1072|user1072|male|email1072|phone1072|dept0|grade1|zh|Beijing|role2|tags37|7
506328860073|1073|user1073|female|email1073|phone1073|dept6|grade3|zh|Beijing|role2|tags37|52
506328860074|1074|user1074|female|email1074|phone1074|dept2|grade4|en|Beijing|role2|tags3|3
506328860075|1075|user1075|male|email1075|phone1075|dept6|grade3|zh|Hong Kong|role0|tags45|78
506328860076|1076|user1076|female|email1076|phone1076|dept0|grade4|zh|Beijing|role2|tags20|75
506328860077|1077|user1077|male|email1077|phone1077|dept12|grade2|zh|Hong Kong|role1|tags32|90
506328860078|1078|user1078|male|email1078|phone1078|dept5|grade1|zh|Hong Kong|role0|tags5|72
506328860079|1079|user1079|female|email1079|phone1079|dept14|grade3|zh|Hong Kong|role1|tags36|95
506328860080|1080|user1080|male|email1080|phone1080|dept3|grade1|en|Hong Kong|role0|tags7|33
506328860081|1081|user1081|male|email1081|phone1081|dept11|grade1|zh|Beijing|role2|tags18|77
506328860082|1082|user1082|female|email1082|phone1082|dept10|grade3|en|Beijing|role0|tags20|74
506328860083|1083|user1083|male|email1083|phone1083|dept14|grade2|zh|Beijing|role1|tags29|9
506328860084|1084|user1084|male|email1084|phone1084|dept2|grade3|zh|Hong Kong|role0|tags49|17
506328860085|1085|user1085|male|email1085|phone1085|dept10|grade4|zh|Hong Kong|role2|tags0|2
506328860086|1086|user1086|male|email1086|phone1086|dept8|grade3|zh|Hong Kong|role1|tags37|72
506328860087|1087|user1087|female|email1087|phone1087|dept16|grade3|en|Beijing|role0|tags8|40
506328860088|1088|user1088|male|email1088|phone1088|dept17|grade4|en|Beijing|role2|tags40|69
506328860089|1089|user1089|female|email1089|phone1089|dept9|grade3|zh|Beijing|role1|tags10|79
506328860090|1090|user1090|male|email1090|phone1090|dept4|grade2|zh|Beijing|role0|tags30|71
506328860091|1091|user1091|male|email1091|phone1091|dept11|grade1|zh|Beijing|role1|tags32|48
506328860092|1092|user1092|female|email1092|phone1092|dept15|grade2|zh|Beijing|role0|tags41|10
506328860093|1093|user1093|female|email1093|phone1093|dept4|grade2|zh|Beijing|role1|tags2|2
506328860094|1094|user1094|male|email1094|phone1094|dept7|grade1|zh|Beijing|role2|tags18|50
506328860095|1095|user1095|female|email1095|phone1095|dept8|grade3|zh|Beijing|role1|tags49|67
506328860096|1096|user1096|male|email1096|phone1096|dept14|grade2|zh|Hong Kong|role2|tags20|1
506328860097|1097|user1097|male|email1097|phone1097|dept1|grade1|zh|Hong Kong|role1|tags24|17
506328860098|1098|user1098|male|email1098|phone1098|dept9|grade3|zh|Beijing|role1|tags10|91
506328860099|1099|user1099|male|email1099|phone1099|dept11|grade1|zh|Beijing|role1|tags21|51
506328860100|1100|user1100|female|email1100|phone1100|dept5|grade4|zh|Beijing|role1|tags17|12
506328860101|1101|user1101|female|email1101|phone1101|dept1|grade4|zh|Beijing|role0|tags29|43
506328860102|1102|user1102|male|email1102|phone1102|dept9|grade1|zh|Hong Kong|role0|tags8|18
506328860103|1103|user1103|male|email1103|phone1103|dept19|grade1|zh|Beijing|role2|tags6|68
506328860104|1104|user1104|male|email1104|phone1104|dept4|grade2|zh|Hong Kong|role0|tags3|22
506328860105|1105|user1105|male|email1105|phone1105|dept8|grade1|zh|Hong Kong|role1|tags34|91
506328860106|1106|user1106|female|email1106|phone1106|dept19|grade3|zh|Beijing|role0|tags28|97
506328860107|1107|user1107|male|email1107|phone1107|dept18|grade3|en|Beijing|role2|tags12|34
506328860108|1108|user1108|female|email1108|phone1108|dept12|grade4|en|Hong Kong|role1|tags31|8
506328860109|1109|user1109|female|email1109|phone1109|dept10|grade3|zh|Beijing|role2|tags7|1
506328860110|1110|user1110|male|email1110|phone1110|dept9|grade2|zh|Beijing|role2|tags31|25
506328860111|1111|user1111|female|email1111|phone1111|dept9|grade3|zh|Hong Kong|role1|tags16|94
506328860112|1112|user1112|male|email1112|phone1112|dept7|grade3|zh|Hong Kong|role2|tags24|91
506328860113|1113|user1113|female|email1113|phone1113|dept6|grade3|zh|Beijing|role2|tags34|20
506328860114|1114|user1114|female|email1114|phone1114|dept15|grade1|zh|Hong Kong|role2|tags36|43
506328860115|1115|user1115|male|email1115|phone1115|dept6|grade4|zh|Beijing|role2|tags35|56
506328860116|1116|user1116|female|email1116|phone1116|dept5|grade3|en|Hong Kong|role0|tags3|30
506328860117|1117|user1117|female|email1117|phone1117|dept19|grade2|zh|Beijing|role0|tags38|45
506328860118|1118|user1118|male|email1118|phone1118|dept5|grade3|zh|Beijing|role0|tags9|46
506328860119|1119|user1119|female|email1119|phone1119|dept10|grade2|en|Beijing|role1|tags24|63
506328860120|1120|user1120|male|email1120|phone1120|dept6|grade4|zh|Beijing|role1|tags12|41
506328860121|1121|user1121|female|email1121|phone1121|dept9|grade2|zh|Hong Kong|role1|tags42|40
506328860122|1122|user1122|male|email1122|phone1122|dept1|grade1|zh|Hong Kong|role1|tags16|88
506328860123|1123|user1123|male|email1123|phone1123|dept1|grade4|zh|Beijing|role1|tags33|98
506328860124|1124|user1124|male|email1124|phone1124|dept5|grade4|zh|Beijing|role0|tags11|65
506328860125|1125|user1125|male|email1125|phone1125|dept0|grade1|zh|Beijing|role1|tags18|65
506328860126|1126|user1126|male|email1126|phone1126|dept10|grade4|zh|Beijing|role2|tags36|78
506328860127|1127|user1127|female|email1127|phone1127|dept9|grade3|zh|Beijing|role2|tags5|26
506328860128|1128|user1128|male|email1128|phone1128|dept13|grade1|zh|Beijing|role1|tags41|9
506328860129|1129|user1129|male|email1129|phone1129|dept5|grade1|en|Beijing|role1|tags33|55
506328860130|1130|user1130|male|email1130|phone1130|dept13|grade4|zh|Beijing|role2|tags1|3
506328860131|1131|user1131|male|email1131|phone1131|dept14|grade1|en|Beijing|role2|tags7|23
506328860132|1132|user1132|male|email1132|phone1132|dept3|grade2|zh|Hong Kong|role2|tags9|49
506328860133|1133|user1133|male|email1133|phone1133|dept5|grade2|zh|Hong Kong|role1|tags9|9
506328860134|1134|user1134|female|email1134|phone1134|dept13|grade4|zh|Beijing|role2|tags42|52
506328860135|1135|user1135|male|email1135|phone1135|dept17|grade4|en|Beijing|role2|tags16|14
506328860136|1136|user1136|female|email1136|phone1136|dept8|grade4|zh|Hong Kong|role2|tags23|41
506328860137|1137|user1137|male|email1137|phone1137|dept13|grade1|en|Hong Kong|role2|tags42|29
506328860138|1138|user1138|female|email1138|phone1138|dept8|grade2|zh|Beijing|role2|tags43|49
506328860139|1139|user1139|male|email1139|phone1139|dept11|grade3|zh|Hong Kong|role0|tags8|77
506328860140|1140|user1140|female|email1140|phone1140|dept5|grade2|zh|Hong Kong|role1|tags15|87
506328860141|1141|user1141|female|email1141|phone1141|dept2|grade4|zh|Hong Kong|role1|tags19|9
506328860142|1142|user1142|male|email1142|phone1142|dept7|grade1|en|Beijing|role2|tags35|73
506328860143|1143|user1143|male|email1143|phone1143|dept3|grade3|zh|Beijing|role0|tags23|0
506328860144|1144|user1144|female|email1144|phone1144|dept5|grade1|zh|Beijing|role2|tags44|41
506328860145|1145|user1145|female|email1145|phone1145|dept16|grade2|zh|Beijing|role2|tags3|43
506328860146|1146|user1146|male|email1146|phone1146|dept12|grade1|en|Beijing|role2|tags45|35
506328860147|1147|user1147|male|email1147|phone1147|dept9|grade2|en|Beijing|role1|tags22|55
506328860148|1148|user1148|male|email1148|phone1148|dept1|grade2|zh|Beijing|role1|tags32|54
506328860149|1149|user1149|female|email1149|phone1149|dept2|grade2|zh|Beijing|role0|tags33|96
506328860150|1150|user1150|male|email1150|phone1150|dept14|grade2|zh|Hong Kong|role0|tags44|0
506328860151|1151|user1151|female|email1151|phone1151|dept18|grade1|zh|Hong Kong|role2|tags31|52
506328860152|1152|user1152|female|email1152|phone1152|dept9|grade3|zh|Beijing|role1|tags31|15
506328860153|1153|user1153|male|email1153|phone1153|dept5|grade2|zh|Hong Kong|role2|tags45|10
506328860154|1154|user1154|female|email1154|phone1154|dept9|grade1|en|Beijing|role1|tags12|20
506328860155|1155|user1155|female|email1155|phone1155|dept9|grade1|zh|Beijing|role2|tags37|72
506328860156|1156|user1156|male|email1156|phone1156|dept2|grade2|zh|Beijing|role0|tags19|80
506328860157|1157|user1157|male|email1157|phone1157|dept10|grade4|en|Beijing|role2|tags5|62
506328860158|1158|user1158|female|email1158|phone1158|dept17|grade3|en|Beijing|role1|tags44|50
506328860159|1159|user1159|male|email1159|phone1159|dept18|grade1|zh|Beijing|role0|tags28|41
506328860160|1160|user1160|female|email1160|phone1160|dept14|grade3|zh|Beijing|role1|tags27|5
506328860161|1161|user1161|male|email1161|phone1161|dept4|grade1|zh|Hong Kong|role0|tags22|82
506328860162|1162|user1162|female|email1162|phone1162|dept17|grade3|zh|Beijing|role1|tags1|69
506328860163|1163|user1163|male|email1163|phone1163|dept6|grade1|zh|Beijing|role2|tags46|75
506328860164|1164|user1164|male|email1164|phone1164|dept3|grade4|zh|Beijing|role0|tags28|74
506328860165|1165|user1165|male|email1165|phone1165|dept17|grade3|en|Hong Kong|role2|tags36|60
506328860166|1166|user1166|female|email1166|phone1166|dept19|grade3|zh|Hong Kong|role1|tags19|85
506328860167|1167|user1167|male|email1167|phone1167|dept7|grade4|zh|Beijing|role0|tags11|73
506328860168|1168|user1168|male|email1168|phone1168|dept0|grade3|en|Beijing|role0|tags39|81
506328860169|1169|user1169|male|email1169|phone1169|dept9|grade2|zh|Beijing|role0|tags19|96
506328860170|1170|user1170|female|email1170|phone1170|dept2|grade2|zh|Beijing|role1|tags45|30
506328860171|1171|user1171|male|email1171|phone1171|dept12|grade3|en|Beijing|role1|tags37|65
506328860172|1172|user1172|male|email1172|phone1172|dept10|grade4|en|Hong Kong|role1|tags15|25
506328860173|1173|user1173|female|email1173|phone1173|dept13|grade4|en|Hong Kong|role0|tags5|57
506328860174|1174|user1174|male|email1174|phone1174|dept4|grade4|zh|Hong Kong|role0|tags39|3
506328860175|1175|user1175|male|email1175|phone1175|dept8|grade1|zh|Beijing|role1|tags18|58
506328860176|1176|user1176|female|email1176|phone1176|dept9|grade3|zh|Beijing|role2|tags41|95
506328860177|1177|user1177|female|email1177|phone1177|dept6|grade3|zh|Beijing|role1|tags24|90
506328860178|1178|user1178|female|email1178|phone1178|dept3|grade4|en|Hong Kong|role1|tags46|43
506328860179|1179|user1179|female|email1179|phone1179|dept15|grade3|zh|Beijing|role2|tags36|14
506328860180|1180|user1180|male|email1180|phone1180|dept6|grade1|zh|Beijing|role2|tags42|68
506328860181|1181|user1181|female|email1181|phone1181|dept6|grade3|zh|Beijing|role2|tags3|70
506328860182|1182|user1182|male|email1182|phone1182|dept0|grade3|en|Hong Kong|role0|tags13|4
506328860183|1183|user1183|female|email1183|phone1183|dept16|grade4|zh|Beijing|role2|tags9|70
506328860184|1184|user1184|male|email1184|phone1184|dept11|grade3|zh|Beijing|role0|tags39|27
506328860185|1185|user1185|male|email1185|phone1185|dept3|grade3|en|Hong Kong|role0|tags29|33
506328860186|1186|user1186|female|email1186|phone1186|dept11|grade4|zh|Hong Kong|role2|tags41|70
506328860187|1187|user1187|male|email1187|phone1187|dept18|grade3|zh|Beijing|role2|tags35|62
506328860188|1188|user1188|female|email1188|phone1188|dept11|grade1|zh|Beijing|role2|tags42|39
506328860189|1189|user1189|male|email1189|phone1189|dept0|grade1|zh|Beijing|role1|tags22|12
506328860190|1190|user1190|female|email1190|phone1190|dept18|grade1|zh|Beijing|role0|tags36|54
506328860191|1191|user1191|female|email1191|phone1191|dept17|grade2|zh|Hong Kong|role0|tags3|9
506328860192|1192|user1192|male|email1192|phone1192|dept9|grade4|en|Beijing|role1|tags42|81
506328860193|1193|user1193|female|email1193|phone1193|dept13|grade3|zh|Hong Kong|role0|tags2|14
506328860194|1194|user1194|male|email1194|phone1194|dept4|grade4|en|Hong Kong|role0|tags22|5
506328860195|1195|user1195|male|email1195|phone1195|dept13|grade4|zh|Hong Kong|role0|tags37|48
506328860196|1196|user1196|male|email1196|phone1196|dept8|grade4|en|Beijing|role2|tags49|60
506328860197|1197|user1197|male|email1197|phone1197|dept0|grade3|zh|Hong Kong|role2|tags27|89
506328860198|1198|user1198|male|email1198|phone1198|dept11|grade1|zh|Beijing|role2|tags6|94
506328860199|1199|user1199|male|email1199|phone1199|dept6|grade4|zh|Hong Kong|role2|tags28|33
506328860200|1200|user1200|female|email1200|phone1200|dept6|grade4|zh|Beijing|role2|tags45|53
506328860201|1201|user1201|female|email1201|phone1201|dept10|grade1|en|Hong Kong|role2|tags35|60
506328860202|1202|user1202|female|email1202|phone1202|dept19|grade4|zh|Beijing|role1|tags2|98
506328860203|1203|user1203|male|email1203|phone1203|dept13|grade2|zh|Hong Kong|role0|tags44|91
506328860204|1204|user1204|male|email1204|phone1204|dept10|grade3|zh|Beijing|role0|tags12|38
506328860205|1205|user1205|female|email1205|phone1205|dept15|grade3|zh|Hong Kong|role0|tags41|91
506328860206|1206|user1206|female|email1206|phone1206|dept18|grade2|zh|Beijing|role0|tags42|27
506328860207|1207|user1207|male|email1207|phone1207|dept0|grade4|en|Hong Kong|role2|tags11|48
506328860208|1208|user1208|female|email1208|phone1208|dept0|grade1|zh|Hong Kong|role1|tags13|87
506328860209|1209|user1209|female|email1209|phone1209|dept15|grade3|zh|Beijing|role2|tags19|97
506328860210|1210|user1210|male|email1210|phone1210|dept14|grade4|zh|Beijing|role2|tags13|77
506328860211|1211|user1211|male|email1211|phone1211|dept7|grade1|zh|Beijing|role1|tags10|36
506328860212|1212|user1212|male|email1212|phone1212|dept2|grade3|zh|Hong Kong|role0|tags15|58
506328860213|1213|user1213|male|email1213|phone1213|dept3|grade4|en|Hong Kong|role1|tags45|46
506328860214|1214|user1214|male|email1214|phone1214|dept16|grade3|zh|Beijing|role2|tags18|96
506328860215|1215|user1215|female|email1215|phone1215|dept11|grade3|zh|Hong Kong|role0|tags41|72
506328860216|1216|user1216|male|email1216|phone1216|dept4|grade2|zh|Beijing|role1|tags30|3
506328860217|1217|user1217|male|email1217|phone1217|dept11|grade1|en|Beijing|role0|tags18|56
506328860218|1218|user1218|male|email1218|phone1218|dept14|grade2|zh|Beijing|role2|tags8|25
506328860219|1219|user1219|female|email1219|phone1219|dept14|grade2|zh|Hong Kong|role1|tags44|82
506328860220|1220|user1220|male|email1220|phone1220|dept17|grade2|zh|Beijing|role1|tags48|97
506328860221|1221|user1221|male|email1221|phone1221|dept7|grade4|zh|Hong Kong|role1|tags26|73
506328860222|1222|user1222|male|email1222|phone1222|dept18|grade1|zh|Beijing|role0|tags25|31
506328860223|1223|user1223|male|email1223|phone1223|dept11|grade1|zh|Beijing|role1|tags44|40
506328860224|1224|user1224|male|email1224|phone1224|dept10|grade3|zh|Beijing|role1|tags24|45
506328860225|1225|user1225|male|email1225|phone1225|dept10|grade1|zh|Beijing|role1|tags11|55
506328860226|1226|user1226|male|email1226|phone1226|dept16|grade1|en|Hong Kong|role0|tags24|26
506328860227|1227|user1227|male|email1227|phone1227|dept11|grade4|en|Hong Kong|role1|tags28|13
506328860228|1228|user1228|male|email1228|phone1228|dept17|grade3|zh|Beijing|role2|tags44|69
506328860229|1229|user1229|female|email1229|phone1229|dept16|grade3|en|Hong Kong|role2|tags42|77
506328860230|1230|user1230|female|email1230|phone1230|dept11|grade2|zh|Beijing|role1|tags39|72
506328860231|1231|user1231|female|email1231|phone1231|dept2|grade3|zh|Hong Kong|role0|tags40|66
506328860232|1232|user1232|male|email1232|phone1232|dept0|grade2|en|Hong Kong|role2|tags24|63
506328860233|1233|user1233|male|email1233|phone1233|dept10|grade4|zh|Hong Kong|role0|tags21|34
506328860234|1234|user1234|male|email1234|phone1234|dept7|grade4|zh|Beijing|role1|tags30|81
506328860235|1235|user1235|female|email1235|phone1235|dept19|grade4|zh|Beijing|role2|tags23|77
506328860236|1236|user1236|female|email1236|phone1236|dept14|grade1|zh|Beijing|role0|tags40|47
506328860237|1237|user1237|male|email1237|phone1237|dept0|grade4|zh|Hong Kong|role0|tags5|5
506328860238|1238|user1238|female|email1238|phone1238|dept16|grade4|zh|Hong Kong|role0|tags48|58
506328860239|1239|user1239|male|email1239|phone1239|dept3|grade3|zh|Beijing|role0|tags43|79
506328860240|1240|user1240|male|email1240|phone1240|dept11|grade1|zh|Beijing|role1|tags11|20
506328860241|1241|user1241|male|email1241|phone1241|dept14|grade2|en|Hong Kong|role0|tags40|44
506328860242|1242|user1242|female|email1242|phone1242|dept6|grade1|en|Hong Kong|role1|tags35|31
506328860243|1243|user1243|male|email1243|phone1243|dept4|grade4|zh|Hong Kong|role2|tags22|86
506328860244|1244|user1244|male|email1244|phone1244|dept2|grade2|zh|Beijing|role2|tags6|42
506328860245|1245|user1245|female|email1245|phone1245|dept0|grade3|en|Hong Kong|role1|tags26|62
506328860246|1246|user1246|female|email1246|phone1246|dept1|grade2|en|Beijing|role1|tags28|58
506328860247|1247|user1247|female|email1247|phone1247|dept19|grade1|en|Hong Kong|role1|tags10|41
506328860248|1248|user1248|female|email1248|phone1248|dept6|grade2|zh|Hong Kong|role1|tags30|60
506328860249|1249|user1249|female|email1249|phone1249|dept16|grade4|zh|Beijing|role1|tags46|5
506328860250|1250|user1250|male|email1250|phone1250|dept1|grade3|zh|Beijing|role0|tags22|58
506328860251|1251|user1251|male|email1251|phone1251|dept0|grade2|zh|Beijing|role2|tags45|86
506328860252|1252|user1252|male|email1252|phone1252|dept2|grade1|zh|Beijing|role1|tags43|59
506328860253|1253|user1253|female|email1253|phone1253|dept18|grade1|zh|Beijing|role0|tags16|82
506328860254|1254|user1254|male|email1254|phone1254|dept2|grade2|zh|Beijing|role0|tags43|45
506328860255|1255|user1255|male|email1255|phone1255|dept19|grade1|zh|Beijing|role1|tags29|55
506328860256|1256|user1256|male|email1256|phone1256|dept6|grade3|en|Beijing|role2|tags42|8
506328860257|1257|user1257|male|email1257|phone1257|dept17|grade1|zh|Beijing|role1|tags2|92
506328860258|1258|user1258|female|email1258|phone1258|dept6|grade1|zh|Beijing|role0|tags4|18
506328860259|1259|user1259|male|email1259|phone1259|dept0|grade3|zh|Hong Kong|role1|tags33|49
506328860260|1260|user1260|male|email1260|phone1260|dept1|grade4|en|Beijing|role1|tags25|89
506328860261|1261|user1261|male|email1261|phone1261|dept8|grade4|en|Beijing|role1|tags37|39
506328860262|1262|user1262|male|email1262|phone1262|dept14|grade4|en|Beijing|role2|tags20|8
506328860263|1263|user1263|male|email1263|phone1263|dept0|grade3|zh|Hong Kong|role0|tags18|74
506328860264|1264|user1264|male|email1264|phone1264|dept8|grade4|zh|Hong Kong|role0|tags32|28
506328860265|1265|user1265|female|email1265|phone1265|dept1|grade4|zh|Hong Kong|role2|tags26|34
506328860266|1266|user1266|female|email1266|phone1266|dept5|grade1|zh|Beijing|role0|tags49|40
506328860267|1267|user1267|female|email1267|phone1267|dept7|grade3|zh|Beijing|role0|tags36|53
506328860268|1268|user1268|female|email1268|phone1268|dept0|grade3|zh|Hong Kong|role1|tags14|35
506328860269|1269|user1269|male|email1269|phone1269|dept5|grade1|zh|Beijing|role1|tags9|6
506328860270|1270|user1270|male|email1270|phone1270|dept3|grade3|zh|Beijing|role1|tags47|40
506328860271|1271|user1271|female|email1271|phone1271|dept10|grade1|zh|Beijing|role1|tags32|35
506328860272|1272|user1272|female|email1272|phone1272|dept17|grade3|zh|Hong Kong|role1|tags3|73
506328860273|1273|user1273|male|email1273|phone1273|dept17|grade2|zh|Hong Kong|role1|tags13|37
506328860274|1274|user1274|male|email1274|phone1274|dept14|grade2|zh|Beijing|role2|tags36|62
506328860275|1275|user1275|female|email1275|phone1275|dept0|grade4|zh|Hong Kong|role2|tags9|64
506328860276|1276|user1276|female|email1276|phone1276|dept13|grade1|zh|Hong Kong|role0|tags49|23
506328860277|1277|user1277|male|email1277|phone1277|dept7|grade1|zh|Beijing|role0|tags44|41
506328860278|1278|user1278|female|email1278|phone1278|dept7|grade4|zh|Beijing|role1|tags7|39
506328860279|1279|user1279|male|email1279|phone1279|dept5|grade1|en|Beijing|role2|tags35|47
506328860280|1280|user1280|male|email1280|phone1280|dept11|grade1|zh|Hong Kong|role0|tags24|68
506328860281|1281|user1281|male|email1281|phone1281|dept18|grade4|zh|Beijing|role0|tags5|98
506328860282|1282|user1282|male|email1282|phone1282|dept10|grade4|en|Hong Kong|role1|tags14|21
506328860283|1283|user1283|male|email1283|phone1283|dept16|grade1|en|Beijing|role0|tags19|50
506328860284|1284|user1284|female|email1284|phone1284|dept7|grade4|zh|Beijing|role0|tags10|96
506328860285|1285|user1285|male|email1285|phone1285|dept10|grade1|zh|Hong Kong|role2|tags49|71
506328860286|1286|user1286|male|email1286|phone1286|dept7|grade2|zh|Hong Kong|role2|tags10|65
506328860287|1287|user1287|male|email1287|phone1287|dept9|grade4|zh|Beijing|role0|tags36|32
506328860288|1288|user1288|male|email1288|phone1288|dept17|grade1|zh|Beijing|role1|tags3|20
506328860289|1289|user1289|male|email1289|phone1289|dept2|grade3|zh|Hong Kong|role2|tags14|41
506328860290|1290|user1290|male|email1290|phone1290|dept19|grade4|zh|Beijing|role0|tags25|14
506328860291|1291|user1291|male|email1291|phone1291|dept14|grade2|zh|Hong Kong|role1|tags33|67
506328860292|1292|user1292|male|email1292|phone1292|dept10|grade2|zh|Beijing|role2|tags18|98
